name;lat;lon;pop;textsize
les Escaldes;42.50729;1.53414;15853;3
Encamp;42.53474;1.58014;11223;2
Andorra la Vella;42.50779;1.52109;20430;4
Umm al Qaywayn;25.56473;55.55517;44411;8
Ra’s al Khaymah;25.78953;55.9432;115949;23
Khawr Fakkān;25.33132;56.34199;33575;6
Dubai;25.25817;55.30472;1137347;227
Dibā;25.61955;56.27291;26395;5
Sharjah;25.35731;55.4033;543733;108
Ar Ruways;24.11028;52.73056;16000;3
Al Fujayrah;25.11641;56.34141;62415;12
Al ‘Ayn;24.19167;55.76056;408733;81
`Ajmān;25.41111;55.43504;226172;45
Adh Dhayd;25.28812;55.88157;24716;4
Abu Dhabi;24.46667;54.36667;603492;120
Kuhsān;34.65389;61.19778;12087;2
Tukzār;35.94831;66.42132;12021;2
Zindah Jān;34.34264;61.74675;10104;2
Zarghūn Shahr;32.84734;68.44573;13737;2
Taloqan;36.73605;69.53451;64256;12
Shīnḏanḏ;33.30294;62.1474;29264;5
Shibirghān;36.66757;65.7529;55641;11
Shahrak;34.10738;64.3052;15967;3
Sar-e Pul;36.21544;65.93249;52121;10
Sangīn;32.07275;64.8359;13579;2
Sang-e Chārak;35.84972;66.43694;15377;3
Aībak;36.26468;68.01551;47823;9
Rūdbār;30.15;62.6;11034;2
Rustāq;37.12604;69.83045;25636;5
Qarqīn;37.41853;66.04358;15018;3
Qarāwul;37.22019;68.78041;24544;4
Qarah Bāgh;34.94023;61.77589;12412;2
Qalāt;32.10575;66.90833;12191;2
Pul-e Khumrī;35.94458;68.71512;56369;11
Pul-e ‘Alam;33.99529;69.02274;13247;2
Panjāb;34.38795;67.02327;13471;2
Paghmān;34.58787;68.95091;49157;9
Uruzgān;32.92775;66.63253;13388;2
Nahrīn;36.0649;69.13343;22363;4
Mīrābād;30.43624;61.8383;14160;2
Maymana;35.92139;64.78361;75900;15
Mehtar Lām;34.67139;70.20944;17345;3
Mazār-e Sharīf;36.70904;67.11087;303282;60
Lashkar Gāh;31.59382;64.37161;43934;8
Larkird;35.48936;66.66409;11635;2
Kushk;33.29565;61.95221;16952;3
Kunduz;36.72896;68.857;161902;32
Khōst;33.33951;69.92041;96123;19
Khulm;36.69736;67.69826;64933;12
Khāsh;31.52919;62.79055;15133;3
Khanabad;36.6825;69.11556;71531;14
Karukh;34.48108;62.5863;17484;3
Kandahār;31.61332;65.71013;391190;78
Kabul;34.52813;69.17233;3043532;608
Jurm;36.86477;70.83421;12106;2
Jalālābād;34.42647;70.45153;200331;40
Jabal os Saraj;35.11833;69.23778;15032;3
Herāt;34.34817;62.19967;272806;54
Ghormach;35.73062;63.78264;30000;6
Ghazni;33.55356;68.42689;141000;28
Gereshk;31.82089;64.57005;43588;8
Gardēz;33.59744;69.22592;103601;20
Fayzabad;37.11664;70.58002;44421;8
Farkhār;36.57288;69.85783;10480;2
Farāh;32.37451;62.11638;43561;8
Kafir Qala;34.66667;61.06667;18086;3
Chīras;35.41674;65.98234;12779;2
Charikar;35.01361;69.17139;53676;10
Chahār Burj;34.24475;62.19165;11935;2
Barakī Barak;33.96744;68.9492;22305;4
Balkh;36.75635;66.8972;114883;22
Baghlān;36.13068;68.70829;108449;21
Ḩukūmatī Azrah;34.17355;69.64573;12526;2
Ārt Khwājah;37.08571;69.47958;18623;3
Āsmār;35.03333;71.35809;15708;3
Ashkāsham;36.68333;71.53333;12120;2
Asadābād;34.87311;71.14697;48400;9
Andkhōy;36.95293;65.12376;29208;5
Anār Darah;32.7587;61.65397;10023;2
Markaz-e Woluswalī-ye Āchīn;34.12583;70.70778;15098;3
Cool űrhajó;34.26545;67.34516;58525;11
Saint John’s;17.11667;-61.85;24226;4
Sarandë;39.87556;20.00528;15147;3
Tepelenë;40.29583;20.01917;11955;2
Poliçan;40.61222;20.09806;10663;2
Peshkopi;41.685;20.42889;14848;2
Përmet;40.23361;20.35167;10686;2
Kukës;42.07694;20.42194;17832;3
Korçë;40.61861;20.78083;58259;11
Gramsh;40.86972;20.18444;11556;2
Gjirokastër;40.07583;20.13889;23437;4
Elbasan;41.1125;20.08222;100903;20
Çorovodë;40.50417;20.22722;14046;2
Burrel;41.61028;20.00889;15405;3
Bulqizë;41.49167;20.22194;11212;2
Librazhd-Qendër;41.19694;20.33556;12691;2
Vlorë;40.46667;19.48972;89546;17
Tirana;41.3275;19.81889;374801;74
Shkodër;42.06828;19.51258;88245;17
Shijak;41.34556;19.56722;14138;2
Rrëshen;41.7675;19.87556;10064;2
Patos Fshat;40.64278;19.65083;22679;4
Lushnjë;40.94194;19.705;41469;8
Lezhë;41.78361;19.64361;18695;3
Laç;41.63556;19.71306;24825;4
Kuçovë;40.80028;19.91667;18166;3
Krujë;41.50917;19.79278;21286;4
Kavajë;41.18556;19.55694;29354;5
Kamëz;41.38167;19.76028;11026;2
Fushë-Krujë;41.47833;19.71778;10458;2
Fier-Çifçi;40.71667;19.56667;60995;12
Fier;40.72389;19.55611;56297;11
Durrës;41.32306;19.44139;122034;24
Cërrik;41.03167;19.97583;14269;2
Berat;40.70583;19.95222;46866;9
Ballsh;40.59889;19.73472;10361;2
Vedi;39.91421;44.72217;12192;2
Kapan;39.20754;46.40576;33160;6
Goris;39.51288;46.33816;20379;4
Hats’avan;39.46405;45.97047;15208;3
Artashat;39.96144;44.54447;20562;4
Ararat;39.83166;44.70489;28832;5
Yerevan;40.18111;44.51361;1093485;218
Ejmiatsin;40.16557;44.29462;49513;9
Yeghvard;40.32053;44.48138;10705;2
Vardenis;40.18272;45.7311;11382;2
Spitak;40.8322;44.2673;15059;3
Sevan;40.5484;44.94868;17083;3
Masis;40.06762;44.43591;18911;3
Martuni;40.13768;45.3045;11037;2
Vanadzor;40.80456;44.4939;101098;20
Gavarr;40.35398;45.12386;21680;4
Ijevan;40.87832;45.14922;14737;2
Hrazdan;40.49748;44.7662;40795;8
Armavir;40.15446;44.03815;25963;5
Gyumri;40.7942;43.84528;148381;29
Dilijan;40.74103;44.86362;13478;2
Ashtarak;40.2991;44.36204;18779;3
Alaverdi;41.09766;44.67316;13184;2
Abovyan;40.26741;44.62656;35673;7
Saurimo;-9.66078;20.39155;40498;8
Lucapa;-8.41915;20.74466;20115;4
Luau;-10.70727;22.22466;18465;3
Uíge;-7.60874;15.06131;60008;12
Soio;-6.1349;12.36894;67491;13
Nzeto;-7.23116;12.8666;18352;3
Mbanza Congo;-6.26703;14.2401;24220;4
Malanje;-9.54015;16.34096;87046;17
Luanda;-8.83682;13.23432;2776168;555
Caxito;-8.57848;13.66425;28224;5
Camabatela;-8.18812;15.37495;12837;2
Cabinda;-5.55;12.2;66020;13
Uacu Cungo;-11.36343;15.12078;10970;2
Sumbe;-11.20605;13.84371;33277;6
Ondjiva;-17.06667;15.73333;10169;2
Namibe;-15.19611;12.15222;80149;16
Menongue;-14.6585;17.69099;32203;6
Luena;-11.78333;19.91667;21115;4
Lubango;-14.91717;13.4925;102541;20
Longonjo;-12.90667;15.25333;24346;4
Lobito;-12.34806;13.54556;207932;41
Kuito;-12.38333;16.93333;113624;22
Huambo;-12.77611;15.73917;226145;45
Catumbela;-12.43139;13.54722;16977;3
Catabola;-12.15;17.28333;18855;3
Camacupa;-12.01667;17.48333;19150;3
Caluquembe;-13.78333;14.68333;30300;6
Caconda;-13.73333;15.06667;10549;2
Caála;-12.8525;15.56056;21205;4
Benguela;-12.57626;13.40547;151226;30
Zárate;-34.09814;-59.02858;88781;17
Villa Ocampo;-28.48752;-59.35515;19101;3
Villaguay;-31.8653;-59.02689;32027;6
Villa Gesell;-37.26394;-56.97304;23257;4
Veinticinco de Mayo;-27.37679;-54.74312;11928;2
Tigre;-34.42603;-58.57962;31106;6
Tandil;-37.32167;-59.13316;104325;20
San Vicente;-26.61667;-54.13333;38247;7
Santo Tomé;-28.54939;-56.04077;22634;4
Santa Lucía;-28.98746;-59.10287;14056;2
Santa Elena;-30.94768;-59.78696;18410;3
San Salvador;-31.62487;-58.50524;11626;2
San Pedro;-26.62207;-54.10842;23736;4
San Luis del Palmar;-27.5079;-58.55454;15347;3
San Lorenzo;-28.13306;-58.76733;47626;9
San José de Feliciano;-30.38452;-58.75167;11137;2
San Javier;-30.57781;-59.9317;15606;3
San Clemente del Tuyú;-36.35694;-56.72351;11174;2
Saladas;-28.25384;-58.62591;18349;3
Rosario del Tala;-32.30286;-59.14545;13807;2
Retiro;-34.58333;-58.38333;38635;7
Resistencia;-27.46056;-58.98389;387158;77
Reconquista;-29.15;-59.65;90184;18
Quilmes;-34.72418;-58.25265;518788;103
Puerto Rico;-26.79598;-55.02402;17491;3
Puerto Iguazú;-25.59912;-54.57355;32038;6
Puerto Esperanza;-26.01517;-54.67306;15579;3
Puerto Eldorado;-26.40842;-54.69463;54189;10
Presidencia de la Plaza;-27.00147;-59.84243;12231;2
Posadas;-27.36708;-55.89608;312060;62
Pontevedra;-34.74974;-58.68696;33515;6
Pirané;-25.73239;-59.10879;19124;3
Paso de los Libres;-29.71311;-57.08991;43805;8
Pampa del Indio;-26.06468;-59.91898;11588;2
Oberá;-27.48706;-55.11994;56528;11
Necochea;-38.54726;-58.73675;80478;16
Morón;-34.65344;-58.61975;319934;63
Monte Caseros;-30.25359;-57.63626;24671;4
Montecarlo;-26.5662;-54.757;22229;4
Mercedes;-34.65146;-59.43068;52949;10
Mercedes;-29.18186;-58.07895;30649;6
Mar del Plata;-38.00228;-57.55754;553935;110
Luján;-34.57028;-59.105;81749;16
Las Toscas;-28.3529;-59.25795;11811;2
La Plata;-34.92145;-57.95453;694167;138
La Paz;-30.74485;-59.64566;24716;4
La Leonesa;-27.03786;-58.70347;10067;2
Jardín América;-27.04346;-55.22698;24905;4
Gualeguaychú;-33.00938;-58.51722;78676;15
Gualeguay;-33.14156;-59.30966;33120;6
Goya;-29.14003;-59.26256;70245;14
Gobernador Ingeniero Valentín Virasoro;-28.05;-56.03333;28756;5
General José de San Martín;-26.53743;-59.34158;31758;6
Garupá;-27.48171;-55.82921;28814;5
Formosa;-26.17753;-58.17814;221383;44
Fontana;-27.41813;-59.02392;26745;5
Federal;-30.95465;-58.78326;16333;3
Federación;-31.00621;-57.89962;13789;2
Esquina;-30.01444;-59.52719;26399;5
El Soberbio;-27.29846;-54.19877;19571;3
El Colorado;-26.30808;-59.37291;12780;2
Dos de Mayo;-27.02277;-54.68669;14544;2
Dolores;-36.31322;-57.67918;25190;5
Curuzú Cuatiá;-29.79171;-58.0546;36390;7
Corrientes;-27.4806;-58.8341;339067;67
Concordia;-31.39296;-58.02089;145210;29
Concepción del Uruguay;-32.48249;-58.23722;67895;13
Colonia Wanda;-25.97408;-54.42806;12779;2
Colegiales;-34.57365;-58.44924;57000;11
Clorinda;-25.28481;-57.71851;15000;3
Chajarí;-30.75048;-57.97962;30655;6
Candelaria;-27.4595;-55.74536;11039;2
Campo Ramón;-27.46108;-55.01901;10088;2
Campo Grande;-27.2077;-54.97977;12040;2
Campana;-34.16874;-58.95914;81612;16
Buenos Aires;-34.61315;-58.37723;13076300;2615
Bernardo de Irigoyen;-26.2552;-53.64581;10889;2
Barranqueras;-27.48299;-58.93579;50823;10
Azul;-36.77698;-59.85854;53941;10
Avellaneda;-29.11761;-59.65834;23077;4
Aristóbulo del Valle;-27.09625;-54.89626;20683;4
Zapala;-38.89916;-70.05442;31534;6
Yerba Buena;-26.81667;-65.31667;50783;10
Villa Regina;-39.1;-67.06667;31209;6
Villa Paula de Sarmiento;-31.4933;-68.53838;19092;3
Villa Nueva;-32.43293;-63.24763;16841;3
Villa María;-32.40751;-63.24016;92453;18
Villa Dolores;-31.94585;-65.18958;28009;5
Villa Constitución;-33.22778;-60.3297;44271;8
Villa Carlos Paz;-31.42414;-64.49778;69451;13
Villa Berthet;-27.29174;-60.41263;12029;2
Villa Ángela;-27.57383;-60.71526;43511;8
Villa Allende;-31.29458;-64.29538;21683;4
Viedma;-40.81345;-62.99668;48940;9
Victoria;-32.61841;-60.15478;25139;5
Vera;-29.4593;-60.21261;19797;3
Venado Tuerto;-33.74556;-61.96884;72340;14
Veinticinco de Mayo;-35.4323;-60.17271;24668;4
Ushuaia;-54.8;-68.3;58028;11
Unquillo;-31.23073;-64.31615;15369;3
Tres Isletas;-26.34066;-60.43207;24747;4
Tres Arroyos;-38.37394;-60.27978;47136;9
Trelew;-43.24895;-65.30505;93442;18
Tostado;-29.23202;-61.76917;14000;2
Tinogasta;-28.06319;-67.56488;14509;2
Termas de Río Hondo;-27.49983;-64.86042;27838;5
Tartagal;-22.51636;-63.80131;60819;12
Tafí Viejo;-26.73201;-65.25921;48459;9
Sunchales;-30.94404;-61.56148;18757;3
Santo Tomé;-31.66274;-60.7653;59072;11
Santiago del Estero;-27.79511;-64.26149;354692;70
Santa Rosa;-36.61667;-64.28333;111424;22
Santa Lucía;-31.53987;-68.49503;43565;8
Santa Fe de la Vera Cruz;-31.63333;-60.7;489505;97
San Salvador de Jujuy;-24.19456;-65.29712;305891;61
San Ramón de la Nueva Orán;-23.13223;-64.32598;74059;14
San Rafael;-34.61772;-68.33007;109163;21
San Pedro;-24.23127;-64.86614;58430;11
San Nicolás de los Arroyos;-33.33578;-60.22523;127742;25
San Miguel de Tucumán;-26.82414;-65.2226;781023;156
San Martín de los Andes;-40.16038;-71.34865;23519;4
San Martín;-33.08103;-68.46814;82549;16
San Martín;-31.51599;-68.35273;10140;2
San Luis;-33.29501;-66.33563;183982;36
San Justo;-30.78913;-60.59189;21809;4
San Juan;-31.5375;-68.53639;447048;89
San José de Jáchal;-30.24057;-68.74693;21018;4
San Jorge;-31.89618;-61.85984;16873;3
San Francisco;-31.42797;-62.08266;59062;11
San Fernando del Valle de Catamarca;-28.46957;-65.78524;188812;37
San Cristóbal;-30.31053;-61.23724;14286;2
San Carlos Centro;-31.72864;-61.09192;10465;2
San Bernardo;-27.28782;-60.71252;11101;2
San Antonio Oeste;-40.73193;-64.94769;16966;3
Salta;-24.7859;-65.41166;512686;102
Rufino;-34.26827;-62.71262;18361;3
Rosario;-32.94682;-60.63932;1173533;234
Roldán;-32.89846;-60.90681;12468;2
Río Tercero;-32.17301;-64.11406;53389;10
Río Segundo;-31.6526;-63.9099;18155;3
Río Gallegos;-51.62261;-69.21813;85700;17
Río Cuarto;-33.13067;-64.34992;153757;30
Río Ceballos;-31.16486;-64.32241;16632;3
Recreo;-31.49076;-60.73299;12798;2
Recreo;-29.28184;-65.06096;14204;2
Rawson;-43.30016;-65.10228;26335;5
Rafaela;-31.25033;-61.4867;88713;17
Quitilipi;-26.86913;-60.21683;32083;6
Quimilí;-27.63333;-62.41667;10959;2
Punta Alta;-38.87588;-62.07359;57209;11
Puerto Madryn;-42.7692;-65.03851;64555;12
Puerto Deseado;-47.75034;-65.89382;10237;2
Presidencia Roque Sáenz Peña;-26.78522;-60.43876;81879;16
Pocito;-31.68333;-68.58333;40969;8
Plottier;-38.96667;-68.23333;25186;5
Plaza Huincul;-38.92598;-69.20863;12273;2
Pilar;-31.6789;-63.87964;12488;2
Pico Truncado;-46.7949;-67.95731;14985;2
Pergamino;-33.88995;-60.57357;87652;17
Pérez;-32.99835;-60.76791;24436;4
Paraná;-31.73197;-60.5238;262295;52
Palpalá;-24.25648;-65.21163;48199;9
Oncativo;-31.91353;-63.68201;12660;2
Oliva;-32.04158;-63.56978;11629;2
Olavarría;-36.89272;-60.32254;86320;17
Nueve de Julio;-35.44437;-60.88313;34718;6
Neuquén;-38.95161;-68.0591;242092;48
Morteros;-30.71164;-61.99862;15129;3
Monteros;-27.16742;-65.49832;23771;4
Merlo;-32.34288;-65.01396;11159;2
Mendoza;-32.89084;-68.82717;876884;175
Marcos Juárez;-32.6978;-62.10672;24226;4
Machagai;-26.92614;-60.04956;28070;5
Lincoln;-34.86649;-61.5302;41808;8
Libertador General San Martín;-23.80644;-64.78757;49267;9
Las Varillas;-31.87208;-62.71946;14649;2
Las Rosas;-32.47661;-61.58041;12793;2
Las Parejas;-32.68478;-61.51637;11317;2
Las Lomitas;-24.70955;-60.59303;10354;2
Las Breñas;-27.08966;-61.08161;26955;5
La Rioja;-29.41105;-66.85067;162620;32
La Quiaca;-22.10236;-65.59299;14751;2
Laguna Paiva;-31.30391;-60.65894;12250;2
La Falda;-31.08841;-64.48987;15112;3
La Carlota;-33.41993;-63.29769;11490;2
La Calera;-31.34377;-64.33529;24796;4
Laboulaye;-34.12662;-63.39119;19908;3
Junín de los Andes;-39.95043;-71.06936;10592;2
Junín;-34.58382;-60.94332;85007;17
Joaquín V. González;-25.08333;-64.18333;19185;3
Jesús María;-30.98153;-64.09424;26825;5
Ingeniero Guillermo N. Juárez;-23.9;-61.85;10357;2
Humahuaca;-23.20544;-65.35048;11369;2
Hernando;-32.42657;-63.73333;10486;2
Granadero Baigorria;-32.85683;-60.71754;32427;6
Gobernador Gálvez;-33.03016;-60.64045;74650;14
General Roca;-39.03333;-67.58333;73212;14
General Pinedo;-27.31667;-61.28333;15741;3
General Pico;-35.65662;-63.75682;57029;11
General Enrique Mosconi;-22.59588;-63.81255;19811;3
General Cabrera;-32.81313;-63.87243;10351;2
General Acha;-37.37698;-64.60431;12536;2
Gálvez;-32.02927;-61.22103;18374;3
Funes;-32.91568;-60.80995;14750;2
Fray Luis A. Beltrán;-32.79122;-60.72819;14390;2
Fraile Pintado;-23.94079;-64.79943;13682;2
Firmat;-33.45937;-61.4832;18294;3
Famaillá;-27.05413;-65.40329;30951;6
Esquel;-42.9;-71.31667;28486;5
Esperanza;-31.4488;-60.93173;35885;7
Embarcación;-23.20898;-64.09605;23961;4
Embalse;-32.18;-64.41809;15900;3
El Trébol;-32.2008;-61.7014;10871;2
El Quebrachal;-25.28333;-64.06667;10243;2
El Bolsón;-41.96667;-71.51667;15537;3
Diamante;-32.06641;-60.63836;19545;3
Deán Funes;-30.42036;-64.34984;20164;4
Cutral-Có;-38.94688;-69.20889;47380;9
Cruz del Eje;-30.72644;-64.80387;28166;5
Crespo;-32.02873;-60.30658;18296;3
Cosquín;-31.24508;-64.46563;19070;3
Corzuela;-26.95374;-60.96928;10470;2
Coronel Suárez;-37.45467;-61.93343;27000;5
Coronel Dorrego;-38.71867;-61.28732;11644;2
Coronda;-31.97263;-60.91982;16975;3
Córdoba;-31.4135;-64.18105;1428214;285
Comodoro Rivadavia;-45.86667;-67.5;140850;28
Cipolletti;-38.93392;-67.99032;75078;15
Cinco Saltos;-38.82224;-68.06293;19819;3
Chos Malal;-37.37809;-70.27085;11721;2
Chivilcoy;-34.89566;-60.01667;54514;10
Chimbas;-31.48333;-68.53333;73829;14
Chilecito;-29.16195;-67.4974;42248;8
Charata;-27.21438;-61.18795;27813;5
Chamical;-30.36002;-66.31399;13383;2
Chacabuco;-34.64167;-60.47389;34587;6
Ceres;-29.881;-61.94504;13063;2
Centenario;-38.82955;-68.1318;28956;5
Caucete;-31.65179;-68.28105;33609;6
Catriel;-37.87907;-67.7956;15169;3
Castelli;-25.94679;-60.61947;36588;7
Casilda;-33.04417;-61.16806;32002;6
Carcarañá;-32.85679;-61.15331;15619;3
Capitán Bermúdez;-32.82262;-60.71852;27060;5
Cañada de Gómez;-32.81636;-61.39493;36000;7
Campo Largo;-26.80077;-60.84215;10743;2
Caleta Olivia;-46.43929;-67.52814;36077;7
Calchaquí;-29.88767;-60.28696;10221;2
Cafayate;-26.07295;-65.97614;11785;2
Bell Ville;-32.62591;-62.68873;35105;7
Bella Vista;-27.03084;-65.30315;15126;3
Bahía Blanca;-38.7196;-62.27243;276546;55
Arroyo Seco;-33.15489;-60.50863;20008;4
Arroyito;-31.42022;-63.05002;19577;3
Armstrong;-32.78215;-61.60222;10388;2
Arauco;-28.5805;-66.79438;13720;2
Andalgalá;-27.58195;-66.31646;14068;2
Añatuya;-28.46064;-62.83472;20261;4
Alta Gracia;-31.65292;-64.42826;40384;8
Almafuerte;-32.19296;-64.25559;10534;2
Allen;-38.97736;-67.82714;26083;5
Alderetes;-26.81667;-65.13333;38466;7
Albardón;-31.43722;-68.52556;20413;4
Aguilares;-27.4338;-65.61427;32494;6
Villa Santa Rita;-34.61082;-58.481;34000;6
Villa Mercedes;-33.67571;-65.45783;96781;19
La Punta;-33.18368;-66.3127;15000;3
San Carlos de Bariloche;-41.14557;-71.30822;95394;19
Tāfuna;-14.33583;-170.72;11017;2
Pago Pago;-14.27806;-170.7025;11500;2
Zwettl Stift;48.61667;15.2;11718;2
Zell am See;47.32556;12.79444;10046;2
Wörgl;47.48333;12.06667;11265;2
Wolfsberg;46.84056;14.84417;25610;5
Wiener Neustadt;47.8;16.25;38481;7
Vienna;48.20849;16.37208;1691468;338
Wels;48.16667;14.03333;57946;11
Weinzierl bei Krems;48.4;15.6;24092;4
Waidhofen an der Ybbs;47.96004;14.77361;11774;2
Völkermarkt;46.66222;14.63444;11373;2
Vöcklabruck;48.01667;13.65;11887;2
Villach;46.61028;13.85583;58882;11
Tulln;48.32829;16.05858;14201;2
Traun;48.22656;14.23459;23959;4
Traiskirchen;48.01485;16.29324;16212;3
Ternitz;47.71565;16.03575;15153;3
Telfs;47.3;11.06667;14028;2
Stockerau;48.38333;16.21667;14831;2
Steyr;48.04274;14.42127;39566;7
Spittal an der Drau;46.8;13.5;16363;3
Hall in Tirol;47.28333;11.51667;12460;2
Schwechat;48.13333;16.46667;15711;3
Schwaz;47.35169;11.71014;12507;2
Sankt Veit an der Glan;46.76806;14.36028;13116;2
Sankt Pölten;48.2;15.63333;49001;9
Sankt Johann im Pongau;47.35;13.2;10887;2
Sankt Andrä;46.76611;14.82361;10250;2
Salzburg;47.79941;13.04399;150269;30
Saalfelden am Steinernen Meer;47.42681;12.848;16119;3
Ried im Innkreis;48.21123;13.48855;11511;2
Rankweil;47.27108;9.64308;11455;2
Perchtoldsdorf;48.11935;16.26607;14041;2
Neunkirchen;47.72096;16.08107;11313;2
Mödling;48.08605;16.28921;20710;4
Mistelbach;48.57;16.57667;10820;2
Marchtrenk;48.18333;14.11667;11666;2
Lustenau;47.42642;9.65851;20218;4
Linz;48.30639;14.28611;181162;36
Lienz;46.8289;12.76903;12270;2
Leonding;48.27965;14.2533;22736;4
Leoben;47.3765;15.09144;24809;4
Kufstein;47.58333;12.16667;16115;3
Krems an der Donau;48.40921;15.61415;23932;4
Korneuburg;48.35;16.33333;11498;2
Köflach;47.06667;15.08333;10447;2
Knittelfeld;47.21667;14.81667;12704;2
Klosterneuburg;48.30521;16.32522;24843;4
Klagenfurt am Wörthersee;46.62472;14.30528;90610;18
Kapfenberg;47.44458;15.29331;21819;4
Innsbruck;47.26266;11.39454;112467;22
Hollabrunn;48.55;16.08333;10966;2
Hohenems;47.36667;9.68306;14072;2
Hard;47.48306;9.68306;11766;2
Hallein;47.68333;13.1;18980;3
Graz;47.06667;15.45;222326;44
Götzis;47.33306;9.63306;10342;2
Gmunden;47.91887;13.79754;13287;2
Feldkirchen in Kärnten;46.72368;14.0958;14440;2
Feldkirch;47.23306;9.6;31082;6
Enns;48.21346;14.47612;10816;2
Eisenstadt;47.84565;16.52327;12190;2
Dornbirn;47.41667;9.73306;43013;8
Bruck an der Mur;47.41667;15.28333;13254;2
Bregenz;47.50311;9.7471;27611;5
Braunau am Inn;48.25628;13.04343;16403;3
Bludenz;47.15476;9.82255;13904;2
Bischofshofen;47.41667;13.21667;10144;2
Bad Vöslau;47.96533;16.21359;11013;2
Bad Ischl;47.71109;13.61893;14267;2
Baden;48.00543;16.23264;24893;4
Ansfelden;48.20969;14.29004;14936;2
Amstetten;48.1229;14.87206;22832;4
Ansfelden;47.965;13.04944;15673;3
Whyalla;-33.03268;137.56484;19645;3
Wanneroo;-31.75;115.8;10931;2
South Perth;-31.98333;115.86667;11301;2
Scarborough;-31.89578;115.76431;12593;2
Roebourne;-20.77229;117.14648;19260;3
Rockingham;-32.27682;115.72978;12970;2
Prospect;-34.88241;138.5933;12382;2
Port Pirie;-33.19176;138.01746;12328;2
Port Lincoln;-34.72625;135.87442;11247;2
Port Hedland;-20.31215;118.61059;14288;2
Port Augusta West;-32.48333;137.75;12133;2
Port Augusta;-32.49597;137.77281;13897;2
Perth;-31.95224;115.8614;1446704;289
Nedlands;-31.98333;115.8;10020;2
Murray Bridge;-35.11986;139.27345;18194;3
Mount Isa;-20.72523;139.49727;22549;4
Morphett Vale;-35.13333;138.51667;23049;4
Maylands;-31.93333;115.88333;10447;2
Mandurah;-32.5269;115.7217;73356;14
Kwinana;-32.23013;115.78128;20086;4
Katherine;-14.46517;132.26347;10141;2
Boulder;-30.74614;121.4742;36852;7
Happy Valley;-35.08333;138.53333;11531;2
Gosnells;-32.08333;116;17277;3
Geraldton;-28.77897;114.61459;27258;5
Gawler;-34.60251;138.74902;16362;3
Darwin;-12.46113;130.84185;93080;18
Busselton;-33.65249;115.3455;10214;2
Bunbury;-33.32711;115.64137;26369;5
Broome;-17.95538;122.23922;13218;2
Armadale;-32.15;116;12021;2
Alice Springs;-23.69748;133.88362;26188;5
Albany;-35.0031;117.86595;23913;4
Adelaide;-34.92866;138.59863;1074159;214
Warnbro;-32.33611;115.74861;11421;2
Yeppoon;-23.12683;150.74406;10769;2
Wynnum;-27.45;153.16667;10755;2
Woodridge;-27.63333;153.1;11899;2
Wodonga;-36.12179;146.88809;31518;6
Wellington Point;-27.48333;153.25;10712;2
Warwick;-28.21901;152.03438;12347;2
Warrnambool;-38.38176;142.48799;29928;5
Wangaratta;-36.35846;146.32056;14022;2
Wagga Wagga;-35.12577;147.35374;55381;11
Victoria Point;-27.58329;153.31172;11930;2
Traralgon;-38.19528;146.5415;18226;3
Townsville;-19.26639;146.8057;138954;27
Torquay;-25.28333;152.86667;47556;9
Toowoomba;-27.56056;151.95386;92800;18
Tewantin;-26.39104;153.03432;10472;2
Taree;-31.91099;152.45387;44182;8
Tamworth;-31.09048;150.92905;38551;7
Sydney;-33.86785;151.20732;4394576;878
Surfers Paradise;-28.00274;153.42999;18501;3
Sunnybank;-27.58333;153.05;16108;3
Sunbury;-37.57742;144.72607;29925;5
Port Stephens;-32.71314;152.06623;26000;5
Southport;-27.96667;153.4;24096;4
South Grafton;-29.7;152.95;16399;3
Singleton;-32.56742;151.16603;13813;2
Shepparton;-36.38047;145.39867;33550;6
Sawtell;-30.36459;153.10141;14608;2
Sale;-38.11095;147.06802;12917;2
Saint Kilda;-37.8676;144.98099;16122;3
Rockhampton;-23.38032;150.50595;65850;13
Richmond;-37.81819;145.00176;22475;4
Redfern;-33.89279;151.20415;11482;2
Queanbeyan;-35.35493;149.232;32214;6
Quakers Hill;-33.73333;150.88333;25017;5
Port Melbourne;-37.83961;144.94228;13293;2
Port Macquarie;-31.43084;152.90894;48547;9
Port Kennedy;-10.585;142.21778;12816;2
Penshurst;-33.96667;151.08333;11196;2
Penrith;-33.75;150.7;11397;2
Parkes;-33.1372;148.1759;11137;2
Orange;-33.28397;149.10018;40000;8
Nowra;-34.88422;150.60036;94781;18
Notting Hill;-37.905;145.1427;18901;3
Newtown;-33.89835;151.17754;13552;2
Newcastle;-32.92715;151.77647;497955;99
Nerang;-27.98941;153.33633;17684;3
Nambour;-26.62613;152.95941;14919;2
Muswellbrook;-32.26118;150.89009;11630;2
Mulgrave;-37.91667;145.2;16280;3
Mount Gambier;-37.8318;140.77919;23209;4
Mount Druitt;-33.76667;150.81667;13582;2
Mosman;-33.82778;151.23333;26236;5
Morwell;-38.23476;146.39499;11585;2
Mornington;-38.21667;145.03333;20821;4
Morayfield;-27.10876;152.94907;10261;2
Mooloolaba;-26.68164;153.11925;44502;8
Moe;-38.17828;146.26099;12948;2
Miranda;-34.03333;151.1;13076;2
Mildura;-34.18551;142.16251;47867;9
Menai;-34.01667;151.01667;10781;2
Melton;-37.68339;144.58543;32368;6
Melbourne;-37.814;144.96332;3730206;746
