name;lat;lon;pop;textsize
Qazyqurt;41.75979;69.38798;14737;2
Baykonyr;45.61667;63.31667;70000;14
Ridder;50.34413;83.51287;52664;10
Lenger;42.18301;69.88393;21238;4
Taiynsha;53.84796;69.76773;13148;2
Kokshetau;53.28244;69.39692;124444;24
Balpyk Bi;44.90225;78.23157;11810;2
Asykata;40.8946;68.3643;11378;2
Kentau;43.52061;68.5094;57408;11
Khantaghy;43.52639;68.5775;10186;2
Esik;43.3552;77.45245;32995;6
Ilyich;40.84782;68.50643;12895;2
Glubokoye;50.14112;82.31329;11192;2
Georgīevka;49.32671;81.57373;22047;4
Moyynkum;44.28461;72.9392;10923;2
Esil;51.95495;66.40841;13504;2
Aqsū;52.03962;76.93091;44808;8
Yereymentau;51.62104;73.11082;14169;2
Energeticheskiy;43.42684;77.01908;18864;3
Ekibastuz;51.72371;75.32287;121470;24
Dzhalagash;45.08333;64.66667;14226;2
Derzhavīnsk;51.09922;66.31557;13856;2
Sholaqqkorghan;43.765;69.18139;10836;2
Shīeli;44.16882;66.73887;29832;5
Shardara;41.26182;67.98437;25356;5
Burunday;43.36028;76.85778;20996;4
Aksu;42.4219;69.82795;26115;5
Balqash;46.84806;74.995;81364;16
Ayagoz;47.96447;80.43437;33479;6
Atbasar;51.80652;68.35996;34797;6
Atasū;48.68659;71.64469;13184;2
Arys;42.42965;68.80463;36285;7
Arkalyk;50.24915;66.92027;42000;8
Aral;46.8;61.66667;33017;6
Astana;51.1801;71.44598;345604;69
Almaty;43.25654;76.92848;2000900;400
Akkol’;53.29617;69.59997;16773;3
Abay;49.63574;72.86164;35454;7
Stepnogorsk;52.35533;71.88641;46736;9
Priozersk;46.03106;73.70247;13457;2
Vientiane;17.96667;102.6;196731;39
Xam Nua;20.41592;104.04838;38992;7
Savannakhét;16.56504;104.75273;66553;13
Phôngsali;21.68372;102.10536;13500;2
Pakxé;15.12022;105.79898;88332;17
Muang Xay;20.69229;101.98368;25000;5
Xaignabouli;19.25756;101.71032;13500;2
Vangviang;18.9235;102.44784;25000;5
Muang Phôn-Hông;18.49565;102.41421;10112;2
Muang Pakxan;18.38261;103.65857;21967;4
Không;14.11726;105.85322;15000;3
Thakhèk;17.41027;104.83068;26200;5
Louangphabang;19.88601;102.13503;47378;9
Champasak;14.89162;105.87818;12994;2
Ban Houayxay;20.27652;100.41302;12500;2
Ban Houakhoua;20.2467;100.45401;15500;3
Ban Phônsavan;19.45907;103.17999;37507;7
Zahlé;33.84972;35.90417;78145;15
Tripoli;34.43667;35.84972;229398;45
Tyre;33.27333;35.19389;135204;27
Sidon;33.56306;35.36889;163554;32
Ra’s Bayrūt;33.9;35.48333;1251739;250
Djounie;33.98083;35.61778;96315;19
Jbaïl;34.12111;35.64806;20784;4
Habboûch;33.4075;35.48278;98433;19
Bcharré;34.25083;36.01056;20000;4
Beirut;33.88894;35.49442;1916100;383
Baalbek;34.00583;36.21806;30916;6
Nabatîyé et Tahta;33.37889;35.48389;120000;24
Batroûn;34.25528;35.65806;10852;2
Bisée;14.01667;-60.96667;12980;2
Welisara;7.0281;79.9014;41306;8
Weligama;5.97501;80.42968;22179;4
Wattala;6.9779;79.8898;30725;6
Vavuniya;8.7514;80.4971;60176;12
Valvedditturai;9.81667;80.16667;78205;15
Trincomalee;8.5711;81.2335;108420;21
Tangalla;6.024;80.7911;10497;2
Ratnapura;6.68278;80.39917;47832;9
Puttalam;8.0362;79.8283;45661;9
Polonnaruwa;7.93965;81.00274;13900;2
Point Pedro;9.81667;80.23333;89810;17
Pita Kotte;6.8905;79.9015;118179;23
Peliyagoda;6.9685;79.8836;30717;6
Panadura;6.7132;79.9026;33735;6
Nuwara Eliya;6.97078;80.78286;25775;5
Negombo;7.2083;79.8358;137223;27
Mulleriyawa;6.933;79.9297;33540;6
Moratuwa;6.773;79.8816;185031;37
Monaragala;6.8714;81.3487;10236;2
Matara;5.94851;80.53528;76254;15
Maharagama;6.848;79.9265;66576;13
Kurunegala;7.4863;80.3623;28571;5
Sri Jayewardenepura Kotte;6.90278;79.90833;115826;23
Kotikawatta;6.9269;79.9095;64565;12
Kolonnawa;6.9329;79.8848;58076;11
Kilinochchi;9.3961;80.3982;13006;2
Kelaniya;6.9553;79.922;28846;5
Katunayaka North;7.1643;79.8757;84643;16
Kandy;7.2955;80.6356;111701;22
Kandana;7.048;79.8937;33424;6
Kalutara;6.5831;79.9593;38000;7
Kalmunai;7.40902;81.83472;100171;20
Jaffna;9.66845;80.00742;169102;33
Ja Ela;7.0744;79.8919;32175;6
Homagama;6.844;80.0024;34664;6
Hendala;6.9909;79.883;56978;11
Hatton;6.8916;80.5955;15073;3
Hanwella Ihala;6.9012;80.0852;22918;4
Gampola;7.1643;80.5696;24730;4
Galle;6.0367;80.217;93118;18
Galkissa;6.8293;79.863;215941;43
Eravur Town;7.7782;81.6038;22982;4
Dambulla;7.86;80.65167;66716;13
Colombo;6.93194;79.84778;648034;129
Chilaw;7.57583;79.79528;24712;4
Beruwala;6.4788;79.9828;34250;6
Bentota;6.4254;79.9948;37000;7
Batticaloa;7.7102;81.6924;86742;17
Battaramulla South;6.8964;79.9181;75633;15
Badulla;6.9895;81.0557;42230;8
Anuradhapura;8.35647;80.41726;60943;12
Ampara;7.29754;81.68202;18348;3
Ambalangoda;6.2355;80.0538;20133;4
Shanjeev Home;7.38216;81.84198;20000;4
Zwedru;6.06667;-8.12806;25678;5
New Yekepa;7.57944;-8.53778;24695;4
Voinjama;8.42194;-9.74778;26594;5
Sanniquellie;7.36222;-8.70611;11415;2
Robertsport;6.75333;-11.36861;11969;2
Monrovia;6.30054;-10.7969;939524;187
Kakata;6.53;-10.35167;33945;6
Harper;4.375;-7.71694;32661;6
Greenville;5.01111;-9.03889;16434;3
Gbarnga;6.99556;-9.47222;45835;9
Ganta;7.30222;-8.53083;13802;2
Buchanan;5.88083;-10.04667;25731;5
Bensonville;6.44611;-10.6125;33188;6
Quthing;-30.40001;27.70027;24130;4
Qacha’s Nek;-30.11537;28.68936;25573;5
Mohale’s Hoek;-30.15137;27.47691;28310;5
Maseru;-29.31667;27.48333;118355;23
Maputsoe;-28.8866;27.89914;32117;6
Mafeteng;-29.823;27.23744;57059;11
Leribe;-28.87185;28.04501;47675;9
Butha-Buthe;-28.76659;28.24936;16330;3
Visaginas;55.6;26.41667;28348;5
Vilnius;54.68916;25.2798;542366;108
Vilkaviškis;54.65167;23.03222;13011;2
Varėna;54.21667;24.56667;10304;2
Utena;55.5;25.6;33240;6
Ukmergė;55.25;24.75;28659;5
Telšiai;55.98139;22.24722;30098;6
Tauragė;55.25222;22.28972;27662;5
Šilutė;55.34889;21.48306;21760;4
Šiauliai;55.93333;23.31667;130587;26
Rokiškis;55.96667;25.58333;16255;3
Raseiniai;55.37361;23.12167;12523;2
Radviliškis;55.81667;23.53333;19914;3
Prienai;54.63333;23.95;11352;2
Plungė;55.91139;21.84417;23381;4
Panevėžys;55.73333;24.35;117395;23
Palanga;55.9175;21.06861;17796;3
Naujoji Akmenė;56.31667;22.9;11922;2
Mažeikiai;56.31667;22.33333;41309;8
Marijampolė;54.56667;23.35;47613;9
Lentvaris;54.65;25.05;11588;2
Kuršėnai;55.985;22.91889;13914;2
Kretinga;55.87583;21.25083;22236;4
Klaipėda;55.71722;21.1175;192307;38
Kelmė;55.63389;22.93417;10626;2
Kėdainiai;55.28833;23.97472;31980;6
Kaunas;54.9;23.9;374643;74
Jurbarkas;55.07778;22.76639;13102;2
Joniškis;56.24028;23.61528;11113;2
Jonava;55.08333;24.28333;34993;6
Grigiškės;54.68333;25.08333;11555;2
Garliava;54.81667;23.86667;13809;2
Gargždai;55.71278;21.40333;15949;3
Elektrėnai;54.76667;24.63333;13721;2
Druskininkai;54.01667;23.96667;17791;3
Biržai;56.2;24.75;14911;2
Anykščiai;55.52557;25.10264;11958;2
Alytus;54.4;24.05;70747;14
Dainava (Kaunas);54.91525;23.96831;70000;14
Luxembourg;49.61167;6.13;76684;15
Esch-sur-Alzette;49.49583;5.98056;28228;5
Dudelange;49.48056;6.0875;18013;3
Valmiera;57.54108;25.42751;26963;5
Ventspils;57.38944;21.56056;42644;8
Vec-Liepāja;56.53333;21.01667;85260;17
Tukums;56.96694;23.15528;18348;3
Talsi;57.24562;22.58137;12022;2
Sigulda;57.15194;24.86472;10422;2
Saldus;56.66363;22.48807;12224;2
Salaspils;56.86014;24.36544;17606;3
Riga;56.946;24.10589;742572;148
Rēzekne;56.5;27.31667;38340;7
Olaine;56.78528;23.93806;12584;2
Ogre;56.8162;24.61401;25818;5
Ludza;56.55;27.71667;10514;2
Līvāni;56.35431;26.17579;10073;2
Liepāja;56.51667;21.01667;85132;17
Kuldīga;56.97399;21.95721;13289;2
Krāslava;55.89514;27.16799;11088;2
Jūrmala;56.968;23.77038;54088;10
Jelgava;56.65;23.71278;61791;12
Jēkabpils;56.49903;25.85735;27078;5
Dobele;56.625;23.27861;11225;2
Daugavpils;55.88333;26.53333;111564;22
Cēsis;57.31188;25.27456;18198;3
Bolderaja;57.03132;24.05571;14771;2
Bauska;56.4075;24.19056;10532;2
Tobruk;32.08361;23.97639;121052;24
Sulūq;31.66818;20.25205;15543;3
Darnah;32.76704;22.63669;78782;15
Benghazi;32.11667;20.06667;650629;130
Az Zuwaytīnah;30.9522;20.12022;21015;4
At Tāj;24.20487;23.2857;46050;9
Tūkrah;32.53414;20.57911;23164;4
Al Qubbah;32.76162;22.24237;24631;4
Al Marj;32.48798;20.83174;85315;17
Al Jawf;24.1989;23.29093;17320;3
Al Bayḑā’;32.76272;21.75506;206180;41
Al Abyār;32.19;20.59653;32563;6
Ajdabiya;30.75545;20.22626;134358;26
Zuwārah;32.9312;12.08199;45000;9
Zlīţan;32.46738;14.56874;109972;21
Zalţan;32.94701;11.86647;16291;3
Yafran;32.06329;12.52859;67638;13
Waddān;29.1614;16.13904;27590;5
Tarhuna;32.43502;13.6332;210697;42
Tripoli;32.87519;13.18746;1150989;230
Tagiura;32.88167;13.35056;100000;20
Surt;31.20892;16.58866;128123;25
Şurmān;32.75668;12.57159;25235;5
Şabrātah;32.79335;12.48845;102038;20
Sabhā;27.03766;14.42832;130000;26
Nālūt;31.86848;10.9812;26256;5
Murzuq;25.91552;13.91839;43732;8
Mizdah;31.44514;12.98013;26107;5
Mişrātah;32.37535;15.09254;386120;77
Masallātah;32.61667;14;23702;4
Al Burayqah;30.40624;19.57386;13780;2
Hūn;29.12684;15.94772;18878;3
Zawiya;32.75222;12.72778;186123;37
Ghāt;24.96472;10.17278;24347;4
Gharyān;32.17222;13.02028;85219;17
Birāk;27.54956;14.27138;39444;7
Banī Walīd;31.75662;13.99422;46350;9
Az Zintān;31.92231;12.25195;33000;6
Awbārī;26.59206;12.78049;42975;8
Al Khums;32.64861;14.26191;201943;40
Al Jadīd;27.05;14.4;126386;25
Zaïo;34.94282;-2.7329;30008;6
Zagora;30.33241;-5.8384;35154;7
Youssoufia;32.24634;-8.52941;64910;12
Tiznit;29.69742;-9.73162;55092;11
Tirhanimîne;35.23619;-3.95453;55827;11
Tineghir;31.51571;-5.53428;36795;7
Tiflet;33.89469;-6.3065;70010;14
Tétouan;35.57845;-5.36837;326261;65
Taza;34.21;-4.01;141890;28
Taroudant;30.47028;-8.87695;71133;14
Taourirt;34.4073;-2.89732;82518;16
Taounate;34.53661;-4.64009;32802;6
Tan-Tan;28.43799;-11.10321;61924;12
Tangier;35.76727;-5.79975;688356;137
Tahala;34.04845;-4.42795;25761;5
Souq Larb’a al Gharb;34.68664;-6.00272;44059;8
Sidi Yahia el Gharb;34.30652;-6.30618;32202;6
Sidi Slimane;34.26478;-5.92598;79437;15
Sidi Qacem;34.22149;-5.70775;74755;14
Sidi Ifni;29.37975;-10.17299;20000;4
Sidi Bennour;32.65236;-8.42769;40044;8
Settat;33.00103;-7.61662;119082;23
Sefrou;33.83186;-4.828;65150;13
Sale;34.0531;-6.79846;903485;180
Safi;32.29939;-9.23718;288163;57
Rabat;34.01325;-6.83255;1655753;331
Oulad Teïma;30.39467;-9.20897;66832;13
Oujda;34.68052;-1.90764;405253;81
Oued Zem;32.8627;-6.57359;84910;16
Ouazzane;34.79711;-5.58224;58684;11
Ouarzazat;30.91894;-6.89341;57245;11
Nouaseur;33.3802;-7.62105;12696;2
Nador;35.16813;-2.93352;129260;25
Mohammedia;33.68607;-7.38298;187708;37
Midelt;32.6852;-4.74512;45159;9
Meknès;33.89352;-5.54727;545705;109
Mechrá Belqsiri;34.57396;-5.95372;27802;5
Martil;35.61662;-5.27522;39738;7
Marrakesh;31.63416;-7.99994;839296;167
Ifrane;31.70217;-6.3494;13000;2
Larache;35.19321;-6.15572;109294;21
Ksar el Kebir;35.00174;-5.90534;108753;21
Khouribga;32.88108;-6.9063;167673;33
Khenifra;32.9391;-5.6686;73906;14
Kenitra;34.26101;-6.5802;366570;73
Kasba Tadla;32.5977;-6.26844;41199;8
Jerada;34.31;-2.16;43696;8
Imzoûrene;35.15;-3.86;26650;5
Guercif;34.22568;-3.35361;57544;11
Guelmim;28.98696;-10.05738;98229;19
Fkih Ben Salah;32.50093;-6.69062;84072;16
Figuig (Centre);32.10891;-1.22855;12516;2
Fès;34.03715;-4.9998;964891;192
Essaouira;31.5125;-9.77;70634;14
El Jadida;33.25492;-8.50602;147549;29
El Hajeb;33.68786;-5.371;28126;5
El Aïoun;34.58319;-2.50612;35196;7
Chefchaouene;35.16878;-5.2636;36280;7
Casablanca;33.58831;-7.61138;3144909;628
Bouznika;33.78942;-7.15968;27283;5
Berkane;34.92;-2.32;80721;16
Beni Mellal;32.33725;-6.34984;166399;33
Berrechid;33.26553;-7.58754;93954;18
Azrou;33.43443;-5.22126;48249;9
Azemmour;33.28952;-8.3425;37140;7
Asilah;35.46502;-6.0348;28861;5
Khemisset;33.82404;-6.06627;106991;21
Ahfir;34.95368;-2.10027;19611;3
Agadir;30.42018;-9.59815;698310;139
Skhirat;33.84984;-7.04037;44850;8
Boujniba;32.90046;-6.77464;15041;3
Monte-Carlo;43.74965;7.43701;16012;3
Monaco;43.73333;7.41667;32965;6
La Condamine;43.7344;7.42024;12167;2
Edineţ;48.16806;27.305;22872;4
Vulcăneşti;45.68417;28.40278;14352;2
Ungheni;47.20417;27.79583;34422;6
Tiraspol;46.84028;29.64333;157000;31
Taraclia;45.9;28.66889;13512;2
Străşeni;47.14139;28.61028;19225;3
Bilicenii Vechi;47.65639;28.04722;15479;3
Soroca;48.15583;28.2975;27423;5
Slobozia;46.72806;29.70778;15356;3
Rîşcani;47.95722;27.55389;12893;2
Rîbniţa;47.76639;29.00111;55455;11
Orhei;47.38306;28.82306;24918;4
Nisporeni;47.08139;28.17833;11718;2
Leova;46.47861;28.25528;14301;2
Sîngerei;47.64056;28.14194;14600;2
Căuşeni;46.64417;29.41389;21690;4
Ialoveni;46.94306;28.77778;14915;2
Glodeni;47.77083;27.51444;10146;2
Floreşti;47.89333;28.30139;16759;3
Făleşti;47.57361;27.70917;14377;2
Dubăsari;47.26306;29.16083;23254;4
Drochia;48.035;27.81611;16080;3
Dnestrovsc;46.62222;29.91333;10426;2
Comrat;46.30028;28.65722;22911;4
Cimişlia;46.52;28.78417;12464;2
Chişinău;47.00556;28.8575;635994;127
Ceadîr-Lunga;46.055;28.83028;22700;4
Camenca;48.03194;28.69778;11072;2
Călăraşi;47.25444;28.30806;14066;2
Cahul;45.9075;28.19444;34492;6
Briceni;48.35722;27.70361;14132;2
Bender;46.83056;29.47111;110175;22
Basarabeasca;46.33111;28.97278;10809;2
Bălţi;47.76167;27.92889;125000;25
Podgorica;42.44111;19.26361;136473;27
Nikšić;42.7731;18.94446;58212;11
Herceg-Novi;42.45306;18.5375;12739;2
Cetinje;42.39063;18.91417;15137;3
Bar;42.09306;19.10028;13719;2
Toamasina;-18.1492;49.40234;206373;41
Vondrozo;-22.81667;47.28333;19949;3
Vohibinany;-17.35;49.03333;25311;5
Vavatenina;-17.46667;49.2;36916;7
Vangaindrano;-23.35;47.6;23523;4
Tsiroanomandidy;-18.76908;46.05005;27060;5
Tsiombe;-25.3;45.48333;29825;5
Tsaratanana;-16.79706;47.65165;16761;3
Toliara;-23.35;43.66667;115319;23
Fort Dauphin;-25.03249;46.98329;45141;9
Soavinandriana;-19.16667;46.73333;40453;8
Soanierana Ivongo;-16.91667;49.58333;39271;7
Sambava;-14.26667;50.16667;31522;6
Sakaraha;-22.9;44.53333;21826;4
Nosy Varika;-20.58333;48.53333;37152;7
Morondava;-20.28394;44.31765;36803;7
Moramanga;-18.94948;48.23007;29212;5
Miandrivazo;-19.52905;45.45559;20631;4
Marovoay;-16.11064;46.64383;31253;6
Marolambo;-20.05;48.11667;26160;5
Maroantsetra;-15.43689;49.73871;23859;4
Manjakandriana;-18.91667;47.8;31840;6
Mananjary;-21.23034;48.34173;27686;5
Mananara Avaratra;-16.16667;49.76667;41209;8
Manakara;-22.14544;48.01566;35499;7
Mahanoro;-19.9;48.8;39879;7
Mahajanga;-15.71667;46.31667;154657;30
Ikongo;-21.88333;47.43333;32374;6
Ikalamavony;-21.15;46.58333;15601;3
Ihosy;-22.40293;46.12576;16990;3
Ifanadiana;-21.3;47.63333;17543;3
Fianarantsoa;-21.45267;47.08569;167227;33
Fenoarivo Be;-18.43333;46.56667;19605;3
Fenoarivo Atsinanana;-17.38095;49.40826;21036;4
Faratsiho;-19.4;46.95;37563;7
Farafangana;-22.82223;47.82615;24764;4
Fandriana;-20.23333;47.38333;31437;6
Betioky;-23.71667;44.38333;31102;6
Betafo;-19.83333;46.85;29785;5
Beroroha;-21.66667;45.16667;18632;3
Belo Tsiribihina;-19.7;44.55;23900;4
Beloha;-25.16667;45.05;23021;4
Bealanana;-14.55;48.73333;16948;3
Arivonimamo;-19.01667;47.18333;21982;4
Antsohihy;-14.87959;47.98751;21290;4
Antsiranana;-12.2787;49.29171;82937;16
Antanifotsy;-19.65;47.31667;70626;14
Antananarivo;-18.91368;47.53613;1391433;278
Antalaha;-14.90033;50.27876;34112;6
Ankazobe;-18.31667;47.11667;15722;3
Ankazoabo;-22.28333;44.51667;25961;5
Anjozorobe;-18.4;47.86667;19027;3
Andoany;-13.4;48.26667;22680;4
Andilamena;-17.01009;48.57313;19750;3
Andovoranto;-18.95443;49.1094;10429;2
Andapa;-14.65;49.65;20798;4
Amparafaravola;-17.5876;48.22391;51519;10
Ampanihy;-24.7;44.75;25686;5
Ambovombe;-25.17838;46.08722;66818;13
Ambositra;-20.53034;47.24344;30353;6
Ambodifotatra;-16.98333;49.85;11830;2
Amboasary;-25.03333;46.38333;36082;7
Ambilobe;-13.2;49.05;14635;2
Ambatondrazaka;-17.83333;48.41667;43134;8
Ambatolampy;-19.38333;47.41667;28461;5
Ambatofinandrahana;-20.55284;46.80365;25997;5
Ambato Boeny;-16.46667;46.71667;22529;4
Ambanja;-13.68333;48.45;30621;6
Ambalavao;-21.83333;46.93333;28027;5
Majuro;7.08971;171.38027;25400;5
Желино;41.98028;21.06417;25422;5
Zajas;41.60722;20.93833;12218;2
Vinica;41.88278;22.50917;18218;3
Василево;41.47611;22.64167;12382;2
Veles;41.71556;21.77556;57873;11
Tetovo;42.01056;20.97139;72944;14
Теарце;42.07444;21.0525;23096;4
Sveti Nikole;41.86956;21.95274;13292;2
Студеничани;41.91583;21.53056;18219;3
Strumica;41.4375;22.64333;45508;9
Struga;41.17799;20.67784;37387;7
Shtip;41.74583;22.19583;48279;9
Skopje;42.00122;21.42878;474889;94
Сарај;42;21.32778;25379;5
Ресен;41.08889;21.01222;16539;3
Радовиш;41.63833;22.46472;24984;4
Probishtip;42.00306;22.17861;12702;2
Prilep;41.34639;21.55444;73814;14
Ohrid;41.11722;20.80194;54908;10
Ново Село;41.41389;22.88111;11818;2
Неготино;41.87861;20.88389;17518;3
Negotino;41.48389;22.08917;19515;3
Липково;42.15639;21.58528;28102;5
Kumanovo;42.13222;21.71444;108471;21
Крива Паланка;42.20194;22.33194;20820;4
Kratovo;42.07917;22.18139;10288;2
Кондово;42.01167;21.31361;11656;2
Kochani;41.91639;22.41278;34258;6
Kičevo;41.51444;20.96333;31123;6
Kavadarci;41.43306;22.01194;38799;7
Kamenjane;41.94444;20.92667;15376;3
Gostivar;41.79722;20.90833;50974;10
Gevgelija;41.14166;22.50141;20664;4
Долнени;41.42528;21.45472;11534;2
Dolna Banjica;41.78611;20.90611;10147;2
Делчево;41.96722;22.76944;17415;3
Дебар;41.525;20.5275;18074;3
Чегране;41.83889;20.97583;12523;2
Brvenica;41.96722;20.98083;16267;3
Bosilovo;41.44056;22.72778;12447;2
Bogovinje;41.92361;20.91361;15166;3
Bitola;41.03111;21.34028;86528;17
Берово;41.70306;22.85778;13847;2
Арачиново;42.02639;21.56194;12800;2
Илинден;41.99611;21.58222;16406;3
Yorosso;12.35812;-4.77688;17447;3
Timbuktu;16.77348;-3.00742;32460;6
Sikasso;11.31755;-5.66654;144786;28
Ségou;13.4317;-6.2157;92552;18
San;13.30335;-4.89562;24811;4
Mopti;14.4843;-4.18296;108456;21
Markala;13.7021;-6.0659;53738;10
Koutiala;12.39173;-5.46421;99353;19
Koulikoro;12.86273;-7.55985;23919;4
Kolondiéba;11.08943;-6.8929;10041;2
Kolokani;13.5728;-8.0339;48774;9
Kidal;18.44111;1.40778;11643;2
Kayes Ndi;14.46099;-11.43538;97464;19
Kayes;14.44693;-11.44448;78406;15
Kati;12.74409;-8.07257;42922;8
Kangaba;11.93333;-8.41667;17232;3
Gao;16.27167;-0.04472;87000;17
Djénné;13.90608;-4.55332;22382;4
Diré;12.28333;-10.96667;10943;2
Bougouni;11.41769;-7.48323;35450;7
Banamba;13.54773;-7.44808;30591;6
Bamako;12.65;-8;1297281;259
Bafoulabé;13.8065;-10.8321;26823;5
Yenangyaung;20.46504;94.8712;110553;22
Nyaungdon;17.04459;95.63957;40092;8
Yamethin;20.43189;96.13874;59867;11
Wakema;16.60333;95.18278;42705;8
Twante;16.71047;95.92866;46516;9
Taungoo;18.94291;96.43408;106945;21
Thongwa;16.75998;96.52498;52496;10
Thayetmyo;19.32076;95.18272;98185;19
Thaton;16.91867;97.37001;123727;24
Tharyarwady;17.65399;95.78813;54386;10
Thanatpin;17.29136;96.57523;38059;7
Thanatpin;17.21194;96.30333;39000;7
Dawei;14.07375;98.19423;136783;27
Taunggyi;20.78919;97.03776;160115;32
Taungdwingyi;20.0065;95.54531;70094;14
Syriam;16.76887;96.24503;69448;13
Sittwe;20.14624;92.89835;177743;35
Shwebo;22.56925;95.69818;88914;17
Sagaing;21.8787;95.97965;78739;15
Rangoon;16.80528;96.15611;4477638;895
Pyu;18.4813;96.43742;40386;8
Pyinmana;19.7381;96.20742;97409;19
Pyay;18.82464;95.22216;135308;27
Pyapon;16.28543;95.67882;65601;13
Bago;17.33521;96.48135;244376;48
Paungde;18.49167;95.50591;36971;7
Pakokku;21.33489;95.08438;126938;25
Nyaunglebin;17.95363;96.72247;89626;17
Myitkyinā;25.38641;97.39439;90894;18
Myingyan;21.46002;95.3884;141713;28
Myanaung;18.28651;95.32014;42252;8
Mudon;16.25624;97.7246;89123;17
Mawlamyinegyunn;16.3772;95.26488;39115;7
Mawlamyine;16.49051;97.62825;438861;87
Monywa;22.10856;95.13583;182011;36
Mogok;22.91766;96.50982;90843;18
Minbu;20.18059;94.87595;57342;11
Myeik;12.43954;98.60028;173298;34
Meiktila;20.87776;95.85844;177442;35
Maymyo;22.02826;96.47066;117303;23
Mawlaik;23.64254;94.40478;44540;8
Maubin;16.73148;95.65441;51542;10
Martaban;16.52834;97.6157;48629;9
Mandalay;21.97473;96.08359;1208099;241
Magway;20.14956;94.93246;96954;19
Loikaw;19.67798;97.20975;17293;3
Letpandan;17.78664;95.75076;38936;7
Lashio;22.9359;97.7498;131016;26
Kyaukse;21.6056;96.13508;50480;10
Kyaikto;17.30858;97.01124;48658;9
Kyaiklat;16.44502;95.72373;52425;10
Kyaikkami;16.07686;97.56388;48100;9
Kayan;16.90802;96.56037;40322;8
Kanbe;16.70728;96.00168;58146;11
Hinthada;17.64944;95.45706;134947;26
Chauk;20.89921;94.81784;90870;18
Bogale;16.29416;95.39742;68938;13
Bhamo;24.25256;97.23357;47920;9
Pathein;16.77919;94.73212;237089;47
Myaydo;19.36838;95.21512;57897;11
Nay Pyi Taw;19.745;96.12972;925000;185
Ulaangom;49.98111;92.06667;28085;5
Ölgiy;48.96833;89.9625;28400;5
Khovd;48.00556;91.64194;30500;6
Ulaanbaatar;47.90771;106.88324;844818;168
Sühbaatar;50.23139;106.20778;24235;4
Zezen Khana;47.31944;110.65556;14723;2
Murun-kuren;49.63417;100.1625;27690;5
Mandalgovĭ;45.7625;106.27083;15430;3
Hovd;44.67024;102.17491;27924;5
Erdenet;49.03333;104.08333;79647;15
Dzüünharaa;48.85229;106.45786;18830;3
Darhan;49.48667;105.92278;74300;14
Dalandzadgad;43.57083;104.425;15093;3
Saynshand;44.88239;110.11631;19891;3
Bulgan;48.8125;103.53472;17348;3
Bayanhongor;46.71667;100.11667;23234;4
Baruun-Urt;46.68056;113.27917;15805;3
Зуунмод;47.70693;106.95276;17630;3
Macau;22.20056;113.54611;520400;104
Saipan;15.21233;145.7545;48220;9
Saint-Joseph;14.66792;-61.04558;16974;3
Sainte-Marie;14.78392;-60.99274;20380;4
Rivière-Pilote;14.47746;-60.9035;13359;2
Petite Rivière Salée;14.75;-60.96667;15152;3
Le Robert;14.67751;-60.94228;23814;4
Le Lamentin;14.608;-61.00933;39229;7
Le François;14.61557;-60.90308;19682;3
La Trinité;14.73758;-60.96286;15040;3
Le Gros-Morne;14.7;-61;11025;2
Fort-de-France;14.60892;-61.07334;89995;17
Ducos;14.57529;-60.97453;17394;3
Nouakchott;18.08581;-15.9785;661400;132
Nouâdhibou;20.93098;-17.03465;72337;14
Żejtun;35.85583;14.53306;11549;2
Żebbuġ;35.87194;14.44111;11063;2
Żabbar;35.87611;14.535;15030;3
Sliema;35.9125;14.50194;11318;2
San Pawl il-Baħar;35.95064;14.41561;14057;2
Rabat;35.87417;14.39415;12914;2
Qormi;35.87601;14.472;18230;3
Naxxar;35.91361;14.44361;10378;2
Mosta;35.90917;14.42556;17789;3
Ħamrun;35.88472;14.48444;10680;2
Fgura;35.87028;14.51333;11819;2
Birkirkara;35.89722;14.46111;21676;4
Saint John;35.90556;14.47611;12346;2
Vacoas;-20.29806;57.47833;110000;22
Triolet;-20.05472;57.54528;23269;4
Surinam;-20.50972;57.50528;10621;2
Saint Pierre;-20.2175;57.52083;16414;3
Rose Belle;-20.40028;57.59667;12619;2
Rivière du Rempart;-20.10306;57.68472;11675;2
Quatre Bornes;-20.26381;57.4791;80961;16
Port Louis;-20.16194;57.49889;155226;31
Plaine Magnien;-20.42861;57.65306;10778;2
Pailles;-20.19271;57.48826;10622;2
Mahébourg;-20.40806;57.7;17042;3
Lalmatie;-20.18972;57.66111;10404;2
Grand Baie;-20.01816;57.58015;11512;2
Goodlands;-20.035;57.64306;20910;4
Curepipe;-20.31472;57.52028;84200;16
Chemin Grenier;-20.48722;57.46556;12457;2
Centre de Flacq;-20.18972;57.71444;17710;3
Bel Air;-20.25417;57.74528;17671;3
Le Hochet;-20.135;57.52111;15197;3
Male;4.1748;73.50888;103693;20
Karonga;-9.93333;33.93333;34207;6
Zomba;-15.38596;35.3188;80932;16
Salima;-13.7804;34.4587;30052;6
Rumphi;-11.01863;33.85746;20727;4
Ntcheu;-14.82027;34.63586;10445;2
Nsanje;-16.91995;35.26199;21774;4
Nkhotakota;-12.92744;34.29614;24865;4
Nkhata Bay;-11.60659;34.29073;11721;2
Mzimba;-11.9;33.6;19308;3
Mwanza;-15.60262;34.52479;11379;2
Mulanje;-16.03163;35.5;16483;3
